FICHA,CODIGO_PROGRAMA,PROGRAMA,NIVEL_FORMACION,FECHA_INICIO_FICHA,FECHA_FIN_FICHA,AÑO_APERTURA,MES_APERTURA,TRIMESTRE_APERTURA,DURACION_MAXIMA,DURACION_ETAPA_LECTIVA,DURACION_ETAPA_PRODUCTIVA,JORNADA,LINEA_TECNOLOGICA,TECNOLOGICA_DE_RED,PROGRAMA_ESPECIAL,AMPLIACION_COBERTURA,CONVENIO,ESTADO_FICHA,CUPO,TOTAL_MATRICULADOS,OCUPACION_CUPO,EN_TRANSITO,INDUCCION,FORMACION,CONDICIONADO,APLAZADO,RETIRO_VOLUNTARIO,CANCELADO,DESERCION_VIRT_COMP,CANCELAMIENTO_VIRT_COMP,POR_CERTIFICAR,CERTIFICADO,TRASLADADO,OTRO,TOTAL_DESERCION,TASA_DESERCION,TASA_CERTIFICACION
3147936,233108,SISTEMAS TELEINFORMÁTICOS,TÉCNICO,2025-02-10,2026-11-30,2025,2,1,2304,1440,864,NOCTURNA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,30,29,0.9667,0,0,20,0,0,2,5,0,0,0,0,2,0,7,0.2414,0.0
3230332,233108,SISTEMAS TELEINFORMÁTICOS,TÉCNICO,2025-07-25,2027-05-24,2025,7,3,2304,1440,864,NOCTURNA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",AULAS ABIERTAS,NO,SIN CONVENIO,En ejecucion,25,24,0.96,0,0,18,0,0,1,5,0,0,0,0,0,0,6,0.25,0.0
3296026,233108,SISTEMAS TELEINFORMÁTICOS,TÉCNICO,2025-07-30,2026-12-15,2025,7,3,2304,1440,864,NOCTURNA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",SENATEC,NO,SIN CONVENIO,En ejecucion,15,13,0.8667,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3419387,233108,SISTEMAS TELEINFORMÁTICOS,TÉCNICO,2026-03-02,2027-11-30,2026,3,1,2304,1440,864,NOCTURNA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,35,29,0.8286,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3419397,233108,SISTEMAS TELEINFORMÁTICOS,TÉCNICO,2026-03-02,2027-11-30,2026,3,1,2304,1440,864,NOCTURNA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,35,24,0.6857,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3419400,233108,SISTEMAS TELEINFORMÁTICOS,TÉCNICO,2026-03-02,2027-11-30,2026,3,1,2304,1440,864,NOCTURNA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA,NO,SIN CONVENIO,En ejecucion,35,20,0.5714,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2721524,228118,ANALISIS Y DESARROLLO DE SOFTWARE.,TECNÓLOGO,2023-03-27,2025-09-11,2023,3,1,3984,3120,864,MIXTA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",NO,NO,SIN CONVENIO,Terminada por fecha,50,71,1.42,0,0,33,0,0,8,26,0,0,0,4,0,0,34,0.4789,0.0563
2721525,228118,ANALISIS Y DESARROLLO DE SOFTWARE.,TECNÓLOGO,2023-03-27,2025-06-26,2023,3,1,3984,3120,864,MIXTA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",NO,NO,SIN CONVENIO,Terminada por unificación,50,46,0.92,0,0,0,0,0,2,23,0,0,0,0,21,0,25,0.5435,0.0
3070108,228118,ANALISIS Y DESARROLLO DE SOFTWARE.,TECNÓLOGO,2024-09-16,2027-03-05,2024,9,3,3984,3120,864,MIXTA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",NO,NO,SIN CONVENIO,En ejecucion,50,36,0.72,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3186708,228118,ANALISIS Y DESARROLLO DE SOFTWARE.,TECNÓLOGO,2025-03-31,2027-06-05,2025,3,1,3984,3120,864,MIXTA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",NO,NO,SIN CONVENIO,En ejecucion,70,64,0.9143,0,0,60,0,0,4,0,0,0,0,0,0,0,4,0.0625,0.0
3388933,228118,ANALISIS Y DESARROLLO DE SOFTWARE.,TECNÓLOGO,2025-12-09,2028-03-08,2025,12,4,3984,3120,864,MIXTA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",NO,NO,SIN CONVENIO,En ejecucion,70,69,0.9857,0,0,64,0,0,5,0,0,0,0,0,0,0,5,0.0725,0.0
3070133,513601,ANIMACION DIGITAL,TECNÓLOGO,2024-09-16,2027-04-17,2024,9,3,3984,3120,864,MIXTA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",NO,NO,SIN CONVENIO,En ejecucion,50,42,0.84,0,0,41,0,0,1,0,0,0,0,0,0,0,1,0.0238,0.0
2713504,621600,COORDINACION DE SERVICIOS HOTELEROS,TECNÓLOGO,2023-04-17,2025-08-20,2023,4,2,3984,3120,864,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,AULAS ABIERTAS,NO,SIN CONVENIO,Terminada por fecha,30,25,0.8333,0,0,3,0,0,4,4,0,0,1,12,1,0,8,0.32,0.48
3171579,621600,COORDINACION DE SERVICIOS HOTELEROS,TECNÓLOGO,2025-04-29,2027-07-28,2025,4,2,3984,3120,864,DIURNA,CLIENTE,TECNOLOGÍAS DE SERVICIOS TURÍSTICOS,AULAS ABIERTAS,NO,SIN CONVENIO,En ejecucion,26,26,1.0,0,0,19,0,0,5,2,0,0,0,0,0,0,7,0.2692,0.0
2721330,522309,DESARROLLO DE MEDIOS GRAFICOS VISUALES,TECNÓLOGO,2023-03-27,2025-06-26,2023,3,1,3984,3120,864,MIXTA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",NO,NO,SIN CONVENIO,Terminada por fecha,52,47,0.9038,0,0,15,0,0,11,18,0,0,0,3,0,0,29,0.617,0.0638
2721227,217320,DESARROLLO MULTIMEDIA Y WEB,TECNÓLOGO,2023-03-27,2025-06-26,2023,3,1,3984,3120,864,MIXTA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",NO,NO,SIN CONVENIO,Terminada por unificación,52,49,0.9423,0,0,0,0,0,10,20,0,0,0,0,19,0,30,0.6122,0.0
2834408,217320,DESARROLLO MULTIMEDIA Y WEB,TECNÓLOGO,2023-09-11,2026-02-04,2023,9,3,3984,3120,864,MIXTA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",NO,NO,SIN CONVENIO,Terminada por fecha,59,59,1.0,0,0,2,0,0,15,37,0,0,0,5,0,0,52,0.8814,0.0847
2977142,217320,DESARROLLO MULTIMEDIA Y WEB,TECNÓLOGO,2024-05-14,2026-08-28,2024,5,2,3984,3120,864,MIXTA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",NO,NO,SIN CONVENIO,En ejecucion,50,45,0.9,0,0,7,0,0,7,31,0,0,0,0,0,0,38,0.8444,0.0
3186047,217320,DESARROLLO MULTIMEDIA Y WEB,TECNÓLOGO,2025-03-31,2027-06-30,2025,3,1,3984,3120,864,MIXTA,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES  GESTIÓN DE LA INFORMACIÓN,"TECNOLOGÍAS DE LA INFORMACIÓN, DISEÑO Y DESARROLLO DE SOFTWARE",NO,NO,SIN CONVENIO,En ejecucion,70,60,0.8571,0,0,56,0,0,4,0,0,0,0,0,0,0,4,0.0667,0.0
2922797,123101,GESTION CONTABLE Y DE INFORMACION FINANCIERA,TECNÓLOGO,2024-04-15,2026-09-11,2024,4,2,3984,3120,864,DIURNA,CLIENTE,TECNOLOGÍAS DE GESTIÓN ADMINISTRATIVA Y SERVICIOS FINANCIEROS,AULAS ABIERTAS,NO,SIN CONVENIO,En ejecucion,30,25,0.8333,0,0,15,0,0,5,5,0,0,0,0,0,0,10,0.4,0.0
3066420,123101,GESTION CONTABLE Y DE INFORMACION FINANCIERA,TECNÓLOGO,2024-10-15,2027-04-07,2024,10,4,3984,3120,864,DIURNA,CLIENTE,TECNOLOGÍAS DE GESTIÓN ADMINISTRATIVA Y SERVICIOS FINANCIEROS,AULAS ABIERTAS,NO,SIN CONVENIO,En ejecucion,25,26,1.04,0,0,22,0,0,0,3,0,0,0,0,1,0,3,0.1154,0.0
3230376,123101,GESTION CONTABLE Y DE INFORMACION FINANCIERA,TECNÓLOGO,2025-07-25,2027-10-24,2025,7,3,3984,3120,864,DIURNA,CLIENTE,TECNOLOGÍAS DE GESTIÓN ADMINISTRATIVA Y SERVICIOS FINANCIEROS,AULAS ABIERTAS,NO,SIN CONVENIO,En ejecucion,30,30,1.0,0,0,25,0,0,1,3,0,0,0,0,1,0,4,0.1333,0.0
3494859,123101,GESTION CONTABLE Y DE INFORMACION FINANCIERA,TECNÓLOGO,2026-05-28,2028-08-27,2026,5,2,3984,3120,864,DIURNA,CLIENTE,TECNOLOGÍAS DE GESTIÓN ADMINISTRATIVA Y SERVICIOS FINANCIEROS,AULAS ABIERTAS,NO,SIN CONVENIO,En ejecucion,25,25,1.0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2631764,112005,GESTIÓN DEL TALENTO HUMANO,TECNÓLOGO,2022-10-06,2025-03-20,2022,10,4,24,18,6,DIURNA,CLIENTE,TECNOLOGÍAS DE GESTIÓN ADMINISTRATIVA Y SERVICIOS FINANCIEROS,ATENCION A INSTITUCIONES,NO,SIN CONVENIO,Terminada por fecha,35,25,0.7143,0,0,1,0,0,6,6,0,0,0,12,0,0,12,0.48,0.48
2922791,112005,GESTIÓN DEL TALENTO HUMANO,TECNÓLOGO,2024-04-15,2026-04-06,2024,4,2,24,18,6,DIURNA,CLIENTE,TECNOLOGÍAS DE GESTIÓN ADMINISTRATIVA Y SERVICIOS FINANCIEROS,AULAS ABIERTAS,NO,SIN CONVENIO,Terminada por fecha,30,25,0.8333,0,0,12,0,0,3,0,0,0,1,9,0,0,3,0.12,0.36
2995979,112005,GESTIÓN DEL TALENTO HUMANO,TECNÓLOGO,2024-07-08,2026-09-14,2024,7,3,24,18,6,DIURNA,CLIENTE,TECNOLOGÍAS DE GESTIÓN ADMINISTRATIVA Y SERVICIOS FINANCIEROS,AULAS ABIERTAS,NO,SIN CONVENIO,En ejecucion,30,31,1.0333,0,0,21,2,0,2,5,0,0,0,1,0,0,7,0.2258,0.0323
3165512,112005,GESTIÓN DEL TALENTO HUMANO,TECNÓLOGO,2025-03-10,2027-03-23,2025,3,1,24,18,6,DIURNA,CLIENTE,TECNOLOGÍAS DE GESTIÓN ADMINISTRATIVA Y SERVICIOS FINANCIEROS,ATENCION A INSTITUCIONES,NO,SIN CONVENIO,En ejecucion,35,24,0.6857,0,0,17,0,0,2,5,0,0,0,0,0,0,7,0.2917,0.0
3230379,112005,GESTIÓN DEL TALENTO HUMANO,TECNÓLOGO,2025-07-25,2027-07-24,2025,7,3,24,18,6,DIURNA,CLIENTE,TECNOLOGÍAS DE GESTIÓN ADMINISTRATIVA Y SERVICIOS FINANCIEROS,AULAS ABIERTAS,NO,SIN CONVENIO,En ejecucion,30,27,0.9,0,0,21,0,0,2,4,0,0,0,0,0,0,6,0.2222,0.0
3099920,621128,SUPERVISION DE VENTAS,TECNÓLOGO,2024-10-15,2027-04-21,2024,10,4,3984,3120,864,DIURNA,CLIENTE,VENTAS Y COMERCIALIZACIÓN,ATENCION A INSTITUCIONES,NO,SIN CONVENIO,En ejecucion,25,20,0.8,0,0,7,0,0,1,12,0,0,0,0,0,0,13,0.65,0.0
3368636,621128,SUPERVISION DE VENTAS,TECNÓLOGO,2025-10-28,2028-01-27,2025,10,4,3984,3120,864,DIURNA,CLIENTE,VENTAS Y COMERCIALIZACIÓN,AULAS ABIERTAS,NO,SIN CONVENIO,En ejecucion,25,22,0.88,0,0,16,1,0,5,0,0,0,0,0,0,0,5,0.2273,0.0
